,classifier,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,mean_test_roc_auc,std_test_accuracy,std_test_balanced_accuracy,std_test_f1,std_test_precision,std_test_recall,std_test_roc_auc
0,PCA_RDA_KDE,0.7508484848484848,0.7066562125916621,0.355088838820282,0.2530820034202366,0.6524093695135743,0.759821489806649,0.11220723972393512,0.10447724865539708,0.124165620527254,0.10898146579441884,0.11858960322247096,0.12738087440662074
